22,667,Dessert,Dessert;Cold,AlmondCream Glutinous Ball
61,1515,Main,Baked Rice;Beef,BAKED RICE CURRY SLICED BEEF
36,1515,Main,BakedRice;Seafood,BAKED RICE EBI
76,545,Side,Dimsum;Pork,BBQ Pork Bun
20,1515,Main,Bakedrice;Beef,BP Beef Bk Rice
21,1273,Main,Western;Chicken,BP Chicken Chop
28,1273,Main,Spaghetti;Chicken,BP Chicken Chop Spag
56,1273,Main,Western;Chicken,BP Chix Chop & Fries
66,1273,Main,Spaghetti;Chicken,BP Chix Spag
23,1515,Main,Spaghetti;Pork,Baked Pork Chop Cream Spag
124,667,Side,Dimsum;Pork,Beancurd Skin Prawn Roll
9,473,Dessert,Dessert;Cold,Beancurd w Mango
19,1151,Side,Vegetable;Seafood,Belacan 4 S.Bean
3,352,Side,Bread,Bo Lo Bun
7,594,Side,Soup;Beef,Borsch Soup
95,1188,Main,Noodlesoup;Beef,Braised Beef Brisket Soup Noodles
34,1200,Main,Noodle;Beef,Braised Beef brisket Noodles
35,1200,Main,Noodle;Chicken,CHICKEN CHOP EGG DRY NOODLE
5,836,Drink,Drink;Cold,COKE FLOAT
103,1636,Main,Noodle;Seafood,CRISPY PRAWN NOODLE
53,1394,Main,Rice;Beef,CURRY BEEF BRISKET HOT POT WITH RICE
68,1030,Main,Porridge;Pork,Cent Egg Pork Por
201,1442,Main,Spaghetti;Chicken,Chicken Chop Cream Spag
121,1394,Main,Noodle;Chicken,Chicken Dry Curry Ramen
30,594,Side,Dimsum;Chicken,Chicken Feet
80,1273,Main,Friedrice;Chicken,Chicken Flos Fried Rice
18,1273,Main,Friedrice;Chicken,Chicken Floss Egg Fried Rice
30,1273,Main,Friedrice;Chicken,Chicken Floss N Egg Fried Rice
40,1321,Main,Rice;Chicken,Chicken Hot Pot Rice
18,1394,Side,Dimsum;Chicken,Chicken In A Basket(3PCS)
22,2121,Side,Dimsum;Chicken,Chicken In A Basket(5PCS)
15,909,Main,Soup;Chicken,Chicken Macaroni Soup
63,1394,Main,Noodlesoup;Chicken,Chicken Papaya Soup Beehoon
10,715,Side,Fingerfood;Chicken,Chicken with Seaweed
40,206,Drink,Drink;Hot,Chinese Tea
68,1515,Main,Bakedrice;Chicken,Chix Chop Bk Rice
73,594,Side,Dimsum;Chicken,Chix Feet
13,594,Side,Fingerfood;Chicken,Chix Wing BP
12,594,Side,Fingerfood;Chicken,Chix Wing Home-made Sour 'N' Spicy Powde
47,594,Side,Fingerfood;Chicken,Chix Wing Honey Sweet Sauce
21,594,Side,Fingerfood;Chicken,Chix Wing Japanese Sesame Sauce
9,594,Side,Fingerfood;Chicken,Chix Wing Nachos Cheese
44,1442,Main,Spaghetti;Chicken,Chs Bk Pork Chop Spag
22,1200,Main,Noodle;Pork,Chye Poh N Floss Dry Noodles
44,836,Dessert,Dessert;Cold,Coffee-Tea Snow Ice
20,352,Drink,Drink;Cold,Coke
2,121,Drink,Drink;Cold,Coke Float (Promo)
48,73,Drink,Drink;Cold,Cold / Iced Water
18,594,Side,Bread;Sweet,Condensed & Peanut TT
78,473,Side,Dimsum;Chicken,Custard Bun
15,100000,Side,Fingerfood;Seafood,Deep Fried Prawn (3pcs)
35,1151,Side,Fingerfood;Seafood,Deep-fried Prawns with Mango sauce
59,1273,Main,Friedrice;Pork,Diced Pork Fried Rice
5,473,Side,Bread;Savoury,Egg & Ham Sandwich
41,1394,Main,Noodle;Chicken,F'mented Pork Dry Curry Ramen
10,594,Side,Fingerfood;Vegetarian,F.Fries Curry Mayo
18,788,Side,Bread;Savoury,F.Toast Chicken Floss
20,2364,Side,Bread;Sweet,F.Toast Ice Cream
22,1273,Main,Noodle;Pork,Fermented Pork Dry Noodle
98,1394,Main,Western;Fish,Fish & Chips
55,1394,Main,Bakedrice;Fish,Fish Bk Rice
96,1273,Main,Noodle;Fish,Fish Egg Sauteed HF
13,1273,Main,Spaghetti;Fish,Fish Fillet Spag
117,1394,Main,Noodlesoup;Fish,Fish Papaya Soup Beehoon
74,1273,Main,Rice;Fish,Fish Slice Muifan
82,1030,Main,Porridge;Fish,Fish Slice Por
27,594,Side,Bread;Sweet,French Toast
26,594,Drink,Drink;Cold,Fresh  Lime Juice
38,352,Drink,Drink;Hot,Fresh Soy Milk
30,1394,Main,Noodle;Pork,Fried Spare Ribs Bee Hoon
4,121,Side,Fingerfood;Seafood,Fried Wanton 3pcs
32,958,Dessert,Dessert;Cold,Fruit Jelly Pudding
9,594,Side,Fingerfood;Chicken,HAM BO LO BUN
28,715,Side,Fingerfood;Chicken,HONEY CHICKEN WING (5pcs)
59,944,Main,Noodlesoup;Pork,Ham & Egg Soup Ndl
23,836,Side,Bread;Pork,Ham Egg Toast N French Fries
149,594,Side,Dimsum;Seafood,Har Gao
7,352,Dessert,Dessert;Cold,Home-Made Cold Beancurd
33,1914,Dessert,Dessert;Cold,Homemade Cold Beancurd
104,424,Drink,Drink;Hot,Hot Coffee-Tea
15,473,Drink,Drink;Hot,Hot Honey Green Tea
44,473,Drink,Drink;Hot,Hot Honey with Lemon
5,836,Drink,Drink;Cold,ICED MILO FLOAT
41,545,Drink,Drink;Cold,Ice Milo Dinosaur
59,473,Drink,Drink;Cold,Iced Coffee-Tea
13,836,Drink,Drink;Cold,Iced Coffee-Tea Float
13,594,Drink,Drink;Cold,Iced Honey Green Tea
66,594,Drink,Drink;Cold,Iced Lemon Tea
84,667,Drink,Drink;Cold,Iced Lychee Tea
118,473,Drink,Drink;Cold,Iced Milk Tea
7,836,Drink,Drink;Cold,Iced Milk Tea Float
15,667,Drink,Drink;Cold,Iced Peach Tea
30,473,Drink,Drink;Cold,Iced Soy Milk
27,667,Drink,Drink;Cold,Iced Yuzu Tea
7,352,Side,Bread;Sweet,Kaya Butter Bread
21,424,Side,Bread;Savoury,Kaya Butter Bread + Kopi
92,206,Drink,Drink;Hot,Kopi
11,473,Side,Bread;Savoury,L.Meat'N'Egg S'wich
5,473,Drink,Drink;Hot,LEMON COKE
5,242,Side,Addons;Pork,LUNCHEON MEAT (2pcs)
11,594,Drink,Drink;Cold,Lime Juice
14,594,Side,Fingerfood;Pork,Luncheon Meat Fries
25,1273,Main,Spaghetti;Pork,Luncheon Mushrm Cream Spag
10,473,Side,Bread;Savoury,Luncheon N Egg Sandwich
53,1067,Main,Noodlesoup;Pork,LuncheonMeatSoup Ndl
19,715,Drink,Drink;Cold,Lychee Ice-blended
72,836,Dessert,Dessert;Cold,Mango Pomelo
32,909,Dessert,Dessert;Cold,Mango SnowIce
87,424,Drink,Drink;Hot,Milk Tea
23,229,Drink,Drink;Hot,Milo
52,1151,Side,Vegetable;Seafood,Minced Kai Lan W Silver Fish
36,1394,Main,Baked Rice;Vegetarian,Mush Bk Rice
25,1200,Main,Spaghetti;Vegetarian,Mushroom Cream Spag
99,788,Side,Dimsum;Pork,Pan Fried Dumpling
13,1030,Side,Vegetable;Vegetarian,Paoched Lettuce
10,1430,Drink,Drink;Cold,Peach Ice-blended
7,594,Side,Bread;Sweet,Peanut Butter Milk Thick Toast
249,1394,Main,Noodle;Pork,Pork Chop Bee Hoon
103,1515,Main,Bakedrice;Pork,Pork Chop Bk Rice
16,1394,Main,Rice;Pork,Pork Chop Frag Rice
23,1394,Main,Noodle;Pork,Pork Chop Noodle
30,1030,Main,Porridge;Pork,Pork N Century Egg Congee
110,1394,Main,Noodle;Pork,Pork Ribs BH
5,1030,Main,Porridge;Pork,Pork n Century Egg Congee
28,836,Side,Fingerfood;Chicken,Prawn Paste Chicken
12,1067,Main,Rice;Chicken,Pumpkin Chix Chop Rice
29,594,Drink,Drink;Cold,RAINBOW SPRITE
89,594,Side,Dimsum;Pork,Radish Cake
12,909,Dessert,Dessert;Cold,Red Bean Snow
77,1757,Main,Spaghetti;Seafood,SCALLOP CREAM SAUCE SPAGHETTI
55,1394,Main,Rice;Pork,SH Pork Chop Rice
42,1515,Main,Noodle;Duck,SMOKED DUCK DRY CURRY RAMEN
6,594,Drink,Drink;Cold,SOUR PLUM COKE
12,667,Dessert,Dessert;Cold,SOY MILK WITH GLUTINOUS BALL
159,1273,Main,Noodle;Pork;Seafood,SPECIAL STIR FRIED BEE HOON
94,594,Side,Dimsum;Pork,SPRING ROLL
87,1273,Main,Friedrice;Seafood,Sambal Seafood Fried Rice
57,1151,Main,Porridge;Seafood,Sampan Congee
11,1321,Main,Noodle;Seafood,Seafood Ee Noodle
30,1273,Main,Noodle;Seafood,Seafood Egg Hor Fun
40,1273,Main,Rice;Seafood,Seafood Muifan
81,1273,Main,Noodle;Seafood,Seafood Sauteed HF
13,1030,Main,Soup;Seafood;Pork,Seafood and Slice Pork Macaroni Soup
51,667,Dessert,Dessert;Cold,Sesame Cream Glutinous Ball
162,545,Side,Dimsum;Seafood;Pork,Siew Mai
290,1394,Main,Noodle;Pork,Signature Fried Noodles
295,1394,Main,Friedrice;Pork;Seafood;Chicken,Signature Fried Rice
121,1200,Main,Porridge;Seafood,Sliced Empress Congee
29,1273,Main,Noodle;Fish,Sliced Fish Egg Hor Fun
7,352,Side,Bread,Soft Boiled Eggs
7,836,Side,Soup,Soup Of The Day
14,1030,Main,Porridge;Pork,Spicy Pork Por
30,242,Side,Fingerfood;Vegetarian,Spicy Sour Fries
7,352,Drink,Drink;Cold,Sprite
34,944,Main,Noodlesoup;Pork,Spy P.Dices Soup Ndl
28,594,Side,Dimsum;Pork,Steam Pork Spare Ribs
62,206,Drink,Drink;Hot,Teh
41,1030,Main,Noodle;Vegetarian,VEGETARIAN HOR FUN
36,1151,Main,Noodle;Vegetarian,VEGETARIAN RAMEN
3,182,Side,Addons;Vegetarian,WHITE RICE
8,715,Side,Soup;Pork;Seafood,Wanton Soup
76,1079,Main,Noodle;Pork;Seafood,Wanton Soup Noodle
67,73,Drink,Drink;Hot,Warm Water
10,788,Dessert,Dessert;Cold,Watermelon 'N' Jelly
12,715,Drink,Drink;Cold,Watermelon Ice
4,715,Drink,Drink;Cold,Watermelon Ice-Blended
137,1394,Main,Rice;Chicken,Yao Ma Tei Chix Rice
44,388,Drink,Drink;Hot,Yuzu Tea
